symbol,start_date,end_date,enter_current_period,exit_current_period,enter_price,enter_price_open,exit_price,exit_price_open,pos_type,leverage,num_shares,PnL,PnL_percent
AMZN,20030306,20030331,27,16,22.69,22.32,26.03,25.55,long,1,6501,20998.23,14.471
AMZN,20030307,20030331,26,16,22.97,22.6,26.03,25.55,long,1,6317,18635.15,13.053
AMZN,20030312,20030331,24,16,23.36,23.68,26.03,25.55,long,1,6279,11741.73,7.897
AMZN,20030313,20030331,25,16,24.42,24.54,26.03,25.55,long,1,5592,5647.92,4.116
AMZN,20030314,20030331,24,16,24.71,24.47,26.03,25.55,long,1,5484,5922.72,4.414
AMZN,20030317,20030331,23,16,26.55,26.46,26.03,25.55,long,1,4551,-4141.41,-3.439
AMZN,20030318,20030331,22,16,26.78,26.331,26.03,25.55,long,1,4499,-3513.719,-2.966
AMZN,20030320,20030331,21,16,27.45,27.71,26.03,25.55,long,1,4206,-9084.96,-7.795
AMZN,20030321,20030331,20,16,27.93,27.08,26.03,25.55,long,1,4081,-6243.93,-5.65
AMZN,20030425,20030717,20,18,28.97,28.64,36.32,36.32,long,1,3340,25651.2,26.816
AMZN,20030428,20030717,21,18,29.11,28.91,36.32,36.32,long,1,3374,25001.34,25.631
AMZN,20030502,20030717,19,18,29.43,29.47,36.32,36.32,long,1,3601,24666.85,23.244
AMZN,20030505,20030717,20,18,29.96,29.87,36.32,36.32,long,1,3484,22471.8,21.594
AMZN,20030506,20030717,19,18,30.88,30.66,36.32,36.32,long,1,3298,18666.68,18.461
AMZN,20030512,20030717,18,18,31.7,31.55,36.32,36.32,long,1,3333,15898.41,15.119
AMZN,20030513,20030717,19,18,32.95,33.14,36.32,36.32,long,1,2998,9533.64,9.596
AMZN,20030527,20030717,20,18,34.85,34.88,36.32,36.32,long,1,2645,3808.8,4.128
AMZN,20030701,20030717,20,18,37.25,37.6,36.32,36.32,long,1,2219,-2840.32,-3.404
AMZN,20030702,20030717,20,18,37.85,37.02,36.32,36.32,long,1,2215,-1550.5,-1.891
AMZN,20030703,20030717,20,18,37.92,38.3,36.32,36.32,long,1,2192,-4340.16,-5.17
AMZN,20030707,20030717,19,18,39.05,38.76,36.32,36.32,long,1,2102,-5128.88,-6.295
AMZN,20030708,20030717,19,18,40.51,40.54,36.32,36.32,long,1,1939,-8182.58,-10.409
AMZN,20030724,20031022,18,17,41.31,40.74,54.03,52.98,long,1,1594,19510.56,30.044
AMZN,20030818,20031022,20,17,43.02,43.45,54.03,52.98,long,1,1792,17077.76,21.933
