Symbol,Date,Price,Total Value,Account Total Equity,Account Total Dollar,Num Units Traded,Reward,Period,Exit Period,Exploration Rate
TGT,20030102,31.11,10000000.0,0.0,10000000.0,0,0.15,20,10,1.0
TGT,20030103,30.15,10000000.0,0.0,10000000.0,0,0.487,19,9,1.0
TGT,20030106,30.25,10000000.0,0.0,10000000.0,0,0.525,20,10,0.997
TGT,20030107,29.95,10000000.0,0.0,10000000.0,0,0.562,21,10,0.994
TGT,20030108,30.12,10000000.0,0.0,10000000.0,0,0.488,22,11,0.991
TGT,20030109,31.42,10000000.0,0.0,10000000.0,0,0.0,22,11,0.988
TGT,20030110,31.2,10000000.0,0.0,10000000.0,0,0.638,23,11,0.985
TGT,20030113,30.72,10000000.0,0.0,10000000.0,0,0.562,24,12,0.982
TGT,20030114,30.7,10000000.0,0.0,10000000.0,0,0.675,24,12,0.979
TGT,20030115,29.89,10000000.0,0.0,10000000.0,0,0.713,25,12,0.976
TGT,20030116,30.19,10000000.0,0.0,10000000.0,0,0.637,26,13,0.973
TGT,20030117,29.67,10000000.0,0.0,10000000.0,0,0.75,26,13,0.97
TGT,20030121,28.63,10000000.0,0.0,10000000.0,0,0.0,27,13,0.967
TGT,20030122,28.06,10000000.0,0.0,10000000.0,0,0.75,26,13,0.965
TGT,20030123,28.75,10000000.0,0.0,10000000.0,0,0.787,27,13,0.962
TGT,20030124,27.7,10000000.0,0.0,10000000.0,0,0.45,28,14,0.959
TGT,20030127,27.26,10000000.0,0.0,10000000.0,0,0.412,27,13,0.956
TGT,20030128,27.0,10000000.0,0.0,10000000.0,0,0.375,26,13,0.953
TGT,20030129,27.15,10000000.0,0.0,10000000.0,0,0.6,25,12,0.95
TGT,20030130,27.55,10000000.0,0.0,10000000.0,0,0.713,25,12,0.947
TGT,20030131,28.21,10000000.0,0.0,10000000.0,0,0.375,26,13,0.945
TGT,20030203,28.52,10000000.0,0.0,10000000.0,0,0.6,25,12,0.942
TGT,20030204,27.78,10000000.0,0.0,10000000.0,0,0.713,25,12,0.939
TGT,20030205,27.87,10000000.0,0.0,10000000.0,0,0.375,26,13,0.936
TGT,20030206,27.2,10000000.0,0.0,10000000.0,0,0.6,25,12,0.933
TGT,20030207,26.8,10000000.0,0.0,10000000.0,0,0.338,25,12,0.93
TGT,20030210,26.77,10000000.0,0.0,10000000.0,0,0.562,24,12,0.928
TGT,20030211,26.97,10000000.0,0.0,10000000.0,0,0.3,24,12,0.925
TGT,20030212,27.27,10000000.0,0.0,10000000.0,0,0.525,23,11,0.922
TGT,20030213,27.01,10000000.0,0.0,10000000.0,0,0.525,23,11,0.919
TGT,20030214,27.69,10000000.0,0.0,10000000.0,0,0.263,23,11,0.917
TGT,20030218,28.02,10000000.0,0.0,10000000.0,0,0.225,22,11,0.914
TGT,20030219,27.87,10000000.0,0.0,10000000.0,0,0.45,21,10,0.911
TGT,20030220,26.77,10000000.0,0.0,10000000.0,0,0.45,21,10,0.908
TGT,20030221,28.48,10000000.0,0.0,10000000.0,0,0.562,21,10,0.906
TGT,20030224,28.23,10000000.0,0.0,10000000.0,0,0.6,22,11,0.903
TGT,20030225,28.51,10000000.0,0.0,10000000.0,0,0.525,23,11,0.9
